Tweet ID,Latitude,Longitude,time,distance from MIT (km)
703746609625092096,42.36306428,-71.16477883,Sun Feb 28 01:00:41 +0000 2016,5.89809738069
703750938234761216,42.31483,-71.11433,Sun Feb 28 01:17:53 +0000 2016,5.23466261525
703744676298420224,42.34774112,-71.08531493,Sun Feb 28 00:53:00 +0000 2016,1.43146783148
703746573470208001,42.3578,-71.0617,Sun Feb 28 01:00:32 +0000 2016,2.58625977608
703746934654119936,42.3578,-71.0617,Sun Feb 28 01:01:58 +0000 2016,2.58625977608
703753468838699008,42.4125519,-71.0450668,Sun Feb 28 01:27:56 +0000 2016,7.11648648958
703749055730491392,42.282172,-71.236899,Sun Feb 28 01:10:24 +0000 2016,14.5912427096
703748392070078464,42.4157,-71.1539,Sun Feb 28 01:07:46 +0000 2016,8.01376047235
703748966429515777,42.362039,-71.056895,Sun Feb 28 01:10:03 +0000 2016,2.99172111594
703746701870260224,42.3578,-71.0617,Sun Feb 28 01:01:03 +0000 2016,2.58625977608
703750771821649920,42.34742,-71.095695,Sun Feb 28 01:17:13 +0000 2016,1.33176599804
703748654163742720,42.3431006,-71.09720824,Sun Feb 28 01:08:48 +0000 2016,1.82596638542
703755706437079044,42.3905,-71.1037,Sun Feb 28 01:36:50 +0000 2016,3.57891977834
703749231786500096,42.3578,-71.0617,Sun Feb 28 01:11:06 +0000 2016,2.58625977608
703747337097764864,42.2870414,-71.0711798,Sun Feb 28 01:03:34 +0000 2016,8.22486395609
703748779070136320,42.35027778,-71.06472222,Sun Feb 28 01:09:18 +0000 2016,2.53745722827
703752166067068928,42.40765,-71.1039734,Sun Feb 28 01:22:46 +0000 2016,5.45111127295
703755085319430145,42.34611847,-71.04551531,Sun Feb 28 01:34:22 +0000 2016,4.17412470458
703748015236870145,42.40428395,-71.00834213,Sun Feb 28 01:06:16 +0000 2016,8.57221527837
703745445739294720,42.3707199,-71.1132889,Sun Feb 28 00:56:03 +0000 2016,2.08853861493
703756371418808320,42.29924,-71.06064856,Sun Feb 28 01:39:28 +0000 2016,7.18323256285
703752097355931648,42.37179947,-71.05422974,Sun Feb 28 01:22:29 +0000 2016,3.48524649567
703752453586591744,42.3578,-71.0617,Sun Feb 28 01:23:54 +0000 2016,2.58625977608
703752054435667968,42.35146369,-71.11462379,Sun Feb 28 01:22:19 +0000 2016,1.96562809956
703745784546725892,42.35921543,-71.05001392,Sun Feb 28 00:57:24 +0000 2016,3.54077454832
703751076634349568,42.3578,-71.0617,Sun Feb 28 01:18:26 +0000 2016,2.58625977608
703754608196263941,42.35027778,-71.06472222,Sun Feb 28 01:32:28 +0000 2016,2.53745722827
703747148245037056,42.3578,-71.0617,Sun Feb 28 01:02:49 +0000 2016,2.58625977608
703747111922307072,42.3727965,-71.120022,Sun Feb 28 01:02:41 +0000 2016,2.67179196536
703746607448199168,42.35327609,-71.0637951,Sun Feb 28 01:00:40 +0000 2016,2.49915951023
703747979270721536,42.3561185,-71.0552516,Sun Feb 28 01:06:07 +0000 2016,3.13021353927
703752473014607876,42.29665836,-71.05086239,Sun Feb 28 01:23:59 +0000 2016,7.77468557607
703747021862141953,42.3726399,-71.1096528,Sun Feb 28 01:02:19 +0000 2016,2.01300523366
703753745407066112,42.280723,-71.237517,Sun Feb 28 01:29:02 +0000 2016,14.7273295542
703751051711811585,42.31942988,-71.05141036,Sun Feb 28 01:18:20 +0000 2016,5.59734904299
703755709591252996,42.3639,-71.1013,Sun Feb 28 01:36:50 +0000 2016,0.846256059349
703755429789233152,42.36650312,-71.01667643,Sun Feb 28 01:35:44 +0000 2016,6.32936228718
